ID Caso,Fecha,Participante,Rol
4322,2023-06-10,Maristela Casanovas Guerrero,Cliente
4323,2023-07-03,Mirta Villena Tudela,Testigo
4324,2021-04-26,Enrique Calderón Vicente,Cliente
4325,2024-05-24,Lucía Pombo Verdejo,Testigo
4326,2024-06-15,Brunilda Robles Juan,Cliente
4327,2023-12-24,Leocadio Francisco Gordillo Barberá,Cliente
4328,2023-01-05,Fortunato Gascón-Arnau,Testigo
4329,2022-02-08,Clotilde Coca Cabeza,Cliente
4330,2024-02-15,Albert Amaya Barranco,Abogado
4331,2022-03-09,Pepe Gilabert Uría,Cliente
4332,2024-12-05,Virgilio Gilberto Verdú Sobrino,Cliente
4333,2021-01-07,Nydia Garay-Román,Testigo
4334,2022-01-29,Epifanio Jenaro Puig Gaya,Cliente
4335,2023-11-30,Eleuterio Blazquez-Yáñez,Testigo
4336,2020-08-17,Joaquín Donoso Gomis,Testigo
4337,2023-07-16,Luciano Acero Suarez,Abogado
4338,2024-07-12,Vera Barroso Marin,Cliente
4339,2023-01-24,Josefina Navarrete Miguel,Abogado
4340,2024-03-26,Hilda Saura Requena,Cliente
4341,2022-05-26,Benigno Gual,Cliente
4342,2022-07-27,Rosa Jurado-Duarte,Abogado
4343,2021-08-26,Aureliano Tudela Arnaiz,Testigo
4344,2021-07-14,Charo Urrutia Rosselló,Testigo
4345,2023-02-18,Paco de Barros,Abogado
4346,2022-09-19,Francisco Jose de Bautista,Abogado
4347,2024-01-27,Ruperto Buenaventura Vallejo Corral,Testigo
4348,2022-03-19,Godofredo Cobos-Lobato,Abogado
4349,2023-03-07,Clemente Perera Zamorano,Abogado
4350,2023-04-25,Encarna Palma,Cliente
4351,2024-07-07,Teófilo Trujillo-Ramón,Abogado
4352,2023-11-04,Ana Sofía Diez Gomila,Abogado
4353,2024-06-26,Marco Suárez,Testigo
4354,2022-11-04,Ascensión Vélez Aguirre,Abogado
4355,2023-02-26,María Pilar de Peñalver,Abogado
4356,2022-08-11,Conrado Carretero,Abogado
4357,2023-08-26,Blanca Bermudez Pina,Cliente
4358,2022-01-27,Violeta Nogueira Tormo,Abogado
4359,2023-05-26,Rosa Vall Yáñez,Abogado
4360,2024-09-18,Flora Ocaña Julián,Cliente
4361,2023-06-11,Chema Alvarado Bermudez,Cliente
4362,2022-02-21,Ruperto del Almazán,Abogado
4363,2024-01-21,Juan Pablo Gálvez-Valbuena,Cliente
4364,2022-04-18,Macaria Carpio Peinado,Abogado
4365,2023-03-21,Felix Vall Pons,Abogado
4366,2023-09-27,Andrés Felipe Gimenez-Amat,Cliente
4367,2024-11-04,Lilia Gómez Murcia,Cliente
4368,2023-04-02,Áurea Ballesteros Artigas,Abogado
4369,2022-11-04,Gaspar Contreras Pont,Cliente
4370,2023-02-08,Dalila Laguna Ríos,Testigo
4371,2023-04-01,Agapito Bautista,Testigo
4372,2021-11-09,Samu de Jiménez,Testigo
4373,2021-12-15,Morena Pascual Prieto,Testigo
4374,2022-02-16,Juan Pablo de Fabra,Testigo
4375,2022-07-15,Tomasa Sales Zaragoza,Cliente
4376,2024-11-19,Hernando del Leon,Testigo
4377,2024-01-03,Maxi Ortega Núñez,Testigo
4378,2021-02-01,Ildefonso Barberá,Cliente
4379,2023-09-01,Leyre del Giralt,Cliente
4380,2021-05-30,Serafina Barrena Aragón,Abogado
4381,2022-09-15,Roberta Isabela Ródenas Figueras,Testigo
4382,2023-03-08,Roxana Villaverde Mateu,Abogado
4383,2022-07-28,Vilma de Guzman,Cliente
4384,2023-09-03,Javi Diaz-Gascón,Abogado
4385,2025-01-10,Lucho Ángel Tudela Gálvez,Testigo
4386,2025-01-20,Josué Isidoro Salom Frutos,Testigo
4387,2024-01-14,Tere Barros Jerez,Testigo
4388,2024-04-15,Aarón Oliver Priego,Cliente
4389,2024-02-25,Herminio Isaac Ramón Fortuny,Cliente
4390,2022-05-18,Maxi de Heredia,Abogado
4391,2021-05-07,Alfredo Recio Cañizares,Abogado
4392,2023-11-10,Hilario Pablo Vera,Testigo
4393,2021-11-01,Fabián Costa Poza,Abogado
4394,2021-12-08,Cipriano Collado Ródenas,Testigo
4395,2022-12-30,María Cristina Murcia Nogueira,Testigo
4396,2023-11-30,Germán Arellano Bejarano,Testigo
4397,2023-05-09,Evangelina Otilia Oliveras Valle,Cliente
4398,2023-03-19,Valerio Francisco Javier Plana Botella,Cliente
4399,2020-07-05,Tamara Salvà Córdoba,Abogado
4400,2021-07-11,Natalio Julián Esteve,Testigo
4401,2024-04-08,Martirio Novoa Martin,Abogado
4402,2024-04-19,Silvio Guerrero Velázquez,Cliente
4403,2022-01-31,Noemí Raya,Testigo
4404,2021-11-29,Goyo Diaz Piñol,Cliente
4405,2023-01-09,Pastor Toledo Figueroa,Cliente
4406,2022-11-04,Pastor Rosell Ribera,Abogado
4407,2022-06-03,Anna Frías Diez,Testigo
4408,2021-10-19,Albina Carreras,Cliente
4409,2020-10-14,Seve Ambrosio Cuervo Garcés,Testigo
4410,2024-03-27,Bárbara Belmonte Sarabia,Testigo
4411,2020-10-01,Tatiana Francisca Luís Padilla,Testigo
4412,2021-01-08,Mayte Merino Montesinos,Cliente
4413,2023-01-10,Cosme Clemente Ribera,Abogado
4414,2021-07-28,Rafa Remigio Rivera Vila,Testigo
4415,2021-03-07,Leandra Salazar Feliu,Abogado
4416,2023-11-06,Maite Hurtado Almansa,Cliente
4417,2024-05-13,Fernando Lisandro Rueda Pujol,Testigo
4418,2021-08-04,Amelia Comas Landa,Abogado
4419,2023-05-17,Griselda Palacio,Abogado
4420,2022-03-21,Dafne Falcó,Cliente
4421,2021-06-14,Cloe de Larrea,Abogado
4422,2022-10-31,Gabino Barberá Codina,Cliente
4423,2023-05-13,Araceli Revilla Carrera,Abogado
4424,2023-02-18,Diego Pío Barco Arévalo,Abogado
4425,2023-09-28,Renato Acosta-Polo,Testigo
4426,2024-04-21,Bibiana Marisol Carbonell Ramis,Abogado
4427,2022-07-25,Cintia Tirado-Sanabria,Testigo
4428,2022-03-08,Victoriano Cervantes Llano,Cliente
4429,2020-09-07,Edelmira Cerezo Ferrera,Testigo
4430,2022-05-12,Paz Maldonado,Cliente
4431,2024-04-11,Diego Pagès Sans,Abogado
4432,2023-11-01,Marina Uría Quirós,Testigo
4433,2022-11-22,Gema Gisbert-Gimenez,Testigo
4434,2023-04-21,Chuy Canet-Gomis,Abogado
4435,2023-04-27,Alex del Pombo,Cliente
4436,2023-02-10,Elena Macias,Abogado
4437,2022-12-09,César Crespi-Mas,Testigo
4438,2024-04-17,Conrado Gibert Lobato,Testigo
4439,2023-03-08,Adela Rosselló Castell,Abogado
4440,2021-05-10,Margarita Chamorro-Isern,Testigo
4441,2021-08-22,Anna Vergara Aroca,Abogado
4442,2023-12-22,Clemente Camacho,Testigo
4443,2023-05-29,Cipriano Cesar Esteve Bellido,Cliente
4444,2024-04-16,Chus Estevez Verdugo,Testigo
4445,2021-05-27,Conrado Llorente Pedrero,Testigo
4446,2021-05-11,Pablo Lucio Lobo Escolano,Abogado
4447,2021-06-17,Ciro Lamas,Abogado
4448,2021-02-08,Clarisa Medina,Cliente
4449,2023-01-28,Ildefonso Amo Palomares,Abogado
4450,2023-10-22,Abel Ibarra-Palau,Abogado
4451,2023-11-16,Fernanda Carranza Cuesta,Cliente
4452,2021-07-25,Leonel Ayuso,Testigo
4453,2024-01-17,Régulo Jordán Rosado Aguirre,Testigo
4454,2022-09-10,Rómulo Catalá Santamaría,Abogado
4455,2023-09-15,Anacleto Aznar Noriega,Cliente
4456,2024-02-23,Adoración Alsina Zurita,Abogado
4457,2023-11-28,Rómulo Gárate Batalla,Testigo
4458,2023-10-20,Miguel Leiva,Cliente
4459,2023-10-16,Néstor Urrutia Izquierdo,Cliente
4460,2021-05-15,Tomasa Araceli Perales Martin,Testigo
4461,2022-04-22,Fernanda Estrada Paz,Cliente
4462,2024-08-23,Vanesa Zabaleta Andrés,Testigo
4463,2021-07-22,Eutropio Daza Reguera,Abogado
4464,2021-07-14,Curro del Pizarro,Testigo
4465,2021-10-25,Yéssica del Villaverde,Cliente
4466,2024-04-23,Ariel Mateo Villalba Plaza,Testigo
4467,2020-10-25,Mariano Corominas Murcia,Abogado
4468,2022-11-19,Cloe Nuñez,Cliente
4469,2023-12-13,Leyre Ortiz Macías,Cliente
4470,2020-12-03,Chema Cepeda Borja,Abogado
4471,2024-05-01,Virgilio Bautista Pardo,Testigo
4472,2024-06-13,Rosalía Barral Bilbao,Testigo
4473,2023-07-27,Nidia Evita Jover Pozuelo,Cliente
4474,2022-08-11,Pedro Cayetano Ariño Vilaplana,Cliente
4475,2022-03-13,María Cristina Tamarit Vera,Abogado
4476,2021-09-02,Mamen Carbonell Diez,Abogado
4477,2021-05-16,Alejandro Montoya Diez,Testigo
4478,2022-06-15,Carla Pascual Galiano,Cliente
4479,2022-05-04,Ruperto Ferrández Perez,Cliente
4480,2023-03-19,Samuel Uría Duque,Testigo
4481,2024-07-28,José Rosa-Cortes,Testigo
4482,2023-01-26,Balduino Acevedo Río,Cliente
4483,2022-05-06,Adelia Bienvenida Correa Farré,Testigo
4484,2021-10-28,Wálter de Cuervo,Cliente
4485,2020-08-21,Ernesto Olivé,Testigo
4486,2024-06-23,Dan Quesada,Cliente
4487,2021-05-16,Jose de Cobo,Testigo
4488,2024-05-29,Rafa Pizarro Zorrilla,Testigo
4489,2022-06-06,Guiomar Querol Pol,Abogado
4490,2024-07-19,Jordana Gelabert Luque,Testigo
4491,2024-01-23,Pastor Sáenz Rozas,Cliente
4492,2022-11-18,Belén Feliu-Uría,Testigo
4493,2023-03-09,Godofredo Acevedo Perez,Testigo
4494,2024-05-09,Eugenia Mata Duque,Testigo
4495,2024-04-06,Ciriaco Real Puga,Cliente
4496,2024-01-04,Manuelita Posada Barranco,Cliente
4497,2023-10-11,Mar Casares Ramis,Abogado
4498,2020-11-02,Fausto Heras-Diéguez,Testigo
4499,2023-07-23,Óscar Roma,Cliente
4500,2022-04-19,Estela Reguera Bayo,Testigo
4501,2024-11-11,Cristóbal Llobet Cárdenas,Cliente
4502,2024-01-21,Victoriano Reina-Carrillo,Cliente
4503,2021-06-14,Leonor Gómez Marí,Cliente
4504,2023-07-25,Clementina Blazquez Pinilla,Cliente
4505,2024-07-26,Régulo Carmelo Rojas Ríos,Cliente
4506,2023-10-15,Florentina Español Toro,Abogado
4507,2022-06-06,Valerio Gascón,Testigo
4508,2023-07-19,Flor Rojas,Abogado
4509,2024-11-06,Nicolás Girona Pacheco,Testigo
4510,2024-07-16,Xavier Duque Noriega,Cliente
4511,2023-10-23,Rocío Vera Aragonés,Abogado
4512,2024-02-25,Renato Hierro-Tamayo,Testigo
4513,2022-02-04,Teodoro Antúnez Barón,Abogado
4514,2022-03-12,Roberto Estevez Escobar,Testigo
4515,2023-02-23,Blas Vicente Llanos,Abogado
4516,2024-03-11,Modesto Múgica Esteban,Testigo
4517,2024-08-31,María Carmen Sáez Estévez,Abogado
4518,2023-03-27,Eloísa de Figueroa,Abogado
4519,2022-01-31,Calixta Carranza Garriga,Cliente
4520,2023-05-14,Aura de Osorio,Cliente
4521,2023-02-18,Tiburcio Manzano Vaquero,Testigo
4522,2024-05-23,Vidal Gibert Carnero,Testigo
4523,2022-11-29,Cirino Cordero Borrás,Abogado
4524,2023-01-23,Atilio Lledó Barón,Cliente
4525,2023-01-02,Tito Vigil Polo,Abogado
4526,2022-12-23,Dora Plaza Barco,Cliente
4527,2023-06-15,Gabriela Zabala-Gutierrez,Abogado
4528,2024-07-04,Hipólito Valenzuela Sanchez,Abogado
4529,2024-08-25,Ramón Perera Esteve,Abogado
4530,2024-08-01,Ascensión Casas Franch,Abogado
4531,2023-03-12,Poncio Alemán-Maestre,Cliente
4532,2021-03-29,Fortunata Narváez Julián,Abogado
4533,2023-04-15,Vinicio Pintor Colom,Testigo
4534,2022-05-19,Marianela Delia Valverde Cepeda,Testigo
4535,2023-06-30,Anabel Bueno Casanovas,Testigo
4536,2023-06-25,Marcial Otero Serrano,Testigo
4537,2022-04-06,Florencio Lumbreras Guijarro,Testigo
4538,2023-03-02,Valerio Carrasco Ríos,Cliente
4539,2023-04-18,Emigdio Amorós Sáez,Abogado
4540,2024-06-18,Fernando Agustín Belda,Abogado
4541,2024-10-19,Andrés Felipe Barrera Abascal,Testigo
4542,2022-02-15,Salomón Tormo Fabregat,Abogado
4543,2023-04-13,Montserrat Somoza Cabrero,Cliente
4544,2024-06-21,Reyna Valderrama-Tello,Testigo
4545,2022-07-14,Adalberto Arrieta Ledesma,Testigo
4546,2024-05-05,Jose Angel Amancio Carlos Ojeda,Cliente
4547,2024-12-25,Eli Salgado-Sandoval,Testigo
4548,2021-09-11,Luis Ángel Jara Escrivá,Testigo
4549,2024-02-21,Pánfilo Verdú Carmona,Cliente
4550,2023-09-17,Antonio Fabra Múñiz,Abogado
4551,2024-04-16,Atilio Antúnez Girón,Testigo
4552,2023-09-27,Lorenza Ibañez Lara,Abogado
4553,2024-04-04,Cándido Larrañaga Quintana,Cliente
4554,2023-01-23,Yolanda Giralt Salvador,Abogado
4555,2023-06-12,Valero Verdú Calderon,Abogado
4556,2022-12-12,Mohamed del Uriarte,Testigo
4557,2022-06-03,Dan Salgado Calatayud,Cliente
4558,2023-12-31,Rosalva Ledesma Guzmán,Testigo
4559,2021-07-13,Nando del Palomo,Testigo
4560,2023-09-23,Manu Porta Cerdán,Testigo
4561,2022-08-27,Olegario Sarabia Gómez,Cliente
4562,2024-03-04,Herminia Saavedra Escudero,Abogado
4563,2024-05-03,Loreto Marquez Puerta,Testigo
4564,2024-03-15,Adelina Vives Morell,Testigo
4565,2024-02-15,Silvio Canals Martí,Abogado
4566,2023-11-26,Prudencio Muro Barberá,Abogado
4567,2024-05-22,Matías Bertrán Sans,Testigo
4568,2022-04-27,Trini Canet-Amaya,Abogado
4569,2022-12-04,Josefina Antúnez Pomares,Abogado
4570,2023-05-16,Macaria Plaza Camacho,Cliente
4571,2024-04-29,Felicia Huerta Peral,Testigo
4572,2022-06-28,Adora Romero Mendoza,Cliente
4573,2023-08-11,Tadeo Cortina Barral,Cliente
4574,2021-02-24,Natanael Tovar-Lobo,Testigo
4575,2024-01-13,Elisabet de Planas,Abogado
4576,2021-11-23,Rosenda Mendez,Cliente
4577,2024-02-14,Timoteo Piñeiro,Abogado
4578,2024-03-06,Gilberto Nebot-Valcárcel,Abogado
4579,2023-10-02,Angelino Cal Bravo,Testigo
4580,2023-02-10,Lorenzo Barba,Testigo
4581,2022-08-09,Yaiza Cabrera Pazos,Cliente
4582,2025-02-26,Luisa Salom Heras,Abogado
4583,2021-12-06,María Del Carmen Acuña-Ribas,Cliente
4584,2021-11-29,Jose Ramón Merino Pizarro,Abogado
4585,2023-03-06,Mireia Novoa,Abogado
4586,2023-11-26,Evelia Verdejo Camino,Testigo
4587,2023-05-04,Isabela Lopez,Abogado
4588,2022-07-22,Belén Ripoll Matas,Testigo
4589,2024-08-05,Juanita Velázquez-Murcia,Testigo
4590,2022-10-10,Leonardo Garay,Testigo
4591,2022-06-17,Encarna Casares-Casas,Cliente
4592,2024-05-27,Javi Hipólito Varela Robles,Abogado
4593,2022-08-01,Pío Oliver Martin,Cliente
4594,2024-06-10,Íngrid Lillo Porcel,Cliente
4595,2024-11-16,Esmeralda Guardia Sebastián,Cliente
4596,2021-01-07,Lucio Carbajo Arco,Testigo
4597,2023-04-14,Raúl Campos Santamaria,Cliente
4598,2023-04-22,Crescencia Medina-Nadal,Cliente
4599,2021-04-28,Rolando Galindo Bernad,Testigo
4600,2022-05-11,Amor Campillo Mata,Testigo
4601,2021-10-16,Valero Carmona Lozano,Cliente
4602,2021-06-02,Gabriel Sarabia,Cliente
4603,2021-10-02,Sol Pinto Calvet,Testigo
4604,2021-01-02,Seve Alcalá Bru,Cliente
4605,2022-01-31,Hermenegildo Sancho,Abogado
4606,2023-05-12,Milagros Guzmán Beltran,Abogado
4607,2021-11-01,Isidora Campos Ferrán,Cliente
4608,2022-06-16,Zaira Maza Castro,Abogado
4609,2023-06-18,Francisco Jose Alcaraz Perales,Testigo
4610,2021-08-20,Julio Luís,Abogado
4611,2021-03-16,Elvira Campillo Amorós,Abogado
4612,2024-08-20,Ruperta Jiménez Palacios,Testigo
4613,2023-10-30,Lucio de Merino,Cliente
4614,2023-11-03,Marcela Giménez Bejarano,Abogado
4615,2023-10-27,Gisela Echeverría Rivas,Testigo
4616,2021-05-14,Eva Campos Royo,Testigo
4617,2021-09-19,Benigna Julieta Gomez Rocamora,Abogado
4618,2023-05-05,Chita del Beltrán,Cliente
4619,2023-06-14,Máxima Ugarte,Cliente
4620,2023-04-04,Iker Milla Gibert,Cliente
4621,2023-05-27,Francisca Corona Sarabia Villalobos,Abogado
4622,2022-07-12,Micaela Barrera Calderón,Abogado
4623,2021-11-05,Sara Clavero Santiago,Cliente
4624,2024-07-04,Quique de Tena,Cliente
4625,2022-12-04,Martina Planas Aguado,Abogado
4626,2023-12-29,Rufino Montero Méndez,Abogado
4627,2021-08-04,Celestino Company-Alcaraz,Cliente
4628,2021-12-30,Camilo Gallego Cifuentes,Testigo
4629,2022-11-05,Ruth Carranza Ochoa,Testigo
4630,2023-06-19,Godofredo Alcolea Barranco,Abogado
4631,2023-10-14,Joel Isidro Navarrete Araujo,Testigo
4632,2024-05-03,Fernando Marti Bustos,Abogado
4633,2022-03-13,Blas de Torre,Cliente
4634,2024-07-09,Aristides Amo Toro,Testigo
4635,2022-05-21,Nicanor Abril-Tovar,Cliente
4636,2022-06-30,Elías Ojeda Aragón,Testigo
4637,2022-12-30,Lino Hoz Cases,Abogado
4638,2022-03-08,Candelas Benavent Mosquera,Cliente
4639,2022-09-30,Esmeralda Cabrera Calvet,Testigo
4640,2024-07-10,Azahar Grande Martínez,Abogado
4641,2022-04-20,Bernardo Toribio Arévalo Carrasco,Testigo
4642,2022-03-12,Calista Castilla Fuentes,Testigo
4643,2021-11-16,Marisela Beltran Quintanilla,Cliente
4644,2023-05-23,Chita Selena Torrens Aramburu,Cliente
4645,2023-03-14,Joan Macias Parra,Cliente
4646,2021-02-19,Blas Saavedra,Abogado
4647,2022-08-20,Sigfrido Oliver Barco,Cliente
4648,2023-10-18,Maxi del Ortuño,Abogado
4649,2023-07-06,Armando Piña López,Cliente
4650,2023-12-12,Amaya Castillo Rivero,Testigo
4651,2023-03-14,Consuela Márquez Araujo,Testigo
4652,2025-01-08,Guadalupe Gomez Valera,Abogado
4653,2021-07-23,Emma Aragonés Pino,Cliente
4654,2023-08-12,Leocadio del Tamayo,Abogado
4655,2022-05-09,Emilio Galán Fuster,Abogado
4656,2021-07-21,Yésica Izaguirre Luna,Testigo
4657,2024-03-29,Yéssica del Gonzalez,Cliente
4658,2024-04-26,Samuel Sandoval Molina,Testigo
4659,2023-06-08,Fortunato Pineda Pellicer,Abogado
4660,2024-05-05,Jimena Perla Cañete Sevilla,Cliente
4661,2023-03-02,Tristán Sosa Landa,Cliente
4662,2024-02-23,Gracia Belmonte Aznar,Cliente
4663,2020-10-17,Yago Moreno Alegre Lago,Abogado
4664,2024-05-27,Noelia de Abascal,Cliente
4665,2023-07-25,Rosario Hernandez Ortiz,Testigo
4666,2022-03-09,Bibiana Orozco-Vilanova,Testigo
4667,2023-05-09,Rosalinda Saldaña Correa,Abogado
4668,2022-12-03,Priscila Simó,Testigo
4669,2024-09-08,Segismundo del Mateo,Testigo
4670,2024-03-05,Geraldo Salmerón,Testigo
4671,2022-07-10,José Antonio Teruel,Cliente
4672,2021-02-17,Albano de Zaragoza,Cliente
4673,2023-11-19,Dulce Espinosa,Abogado
4674,2021-12-24,Fanny Estévez-Arias,Abogado
4675,2020-12-05,Telmo Bonilla-Bru,Testigo
4676,2024-10-24,Adelardo Tudela Roda,Cliente
4677,2022-01-13,Alejandra Pastora Anguita Pedrosa,Cliente
4678,2021-10-07,Felipa Giner Mora,Cliente
4679,2024-06-30,Encarnacion Mínguez,Cliente
4680,2021-06-12,Chema Galván,Cliente
4681,2021-01-07,Teresita Ros Ávila,Abogado
4682,2022-06-29,Galo Granados-Rosa,Testigo
4683,2023-07-10,Mar de Duque,Testigo
4684,2021-12-03,Estefanía Cerdá Blazquez,Testigo
4685,2024-01-07,Luciano Cáceres-Velázquez,Abogado
4686,2021-12-14,Ezequiel Marin-Toledo,Cliente
4687,2021-08-08,Isidora Garzón-Mancebo,Abogado
4688,2021-05-17,Consuelo Campo Cal,Cliente
4689,2022-11-16,Gonzalo de Téllez,Abogado
4690,2023-05-02,Urbano Pi Echeverría,Abogado
4691,2022-12-13,Nazaret de Samper,Testigo
4692,2022-06-30,Roxana Casado Ugarte,Testigo
4693,2022-12-28,Jordana Alegre Font,Abogado
4694,2020-11-11,Abel Mendez Pedro,Testigo
4695,2023-06-04,Natanael Villanueva Arregui,Abogado
4696,2022-06-04,Sarita de Uribe,Abogado
4697,2022-10-22,Rocío Lobo Cabañas,Testigo
4698,2022-12-09,Daniel Miguel Aguilera,Cliente
4699,2023-08-19,Dani Arroyo Verdú,Cliente
4700,2022-07-08,Begoña Oller,Testigo
4701,2024-11-24,Ezequiel Glauco Ferrándiz Chaparro,Abogado
4702,2021-08-04,José Nieto-Fuente,Cliente
4703,2024-07-15,Encarnita Morata Hervás,Cliente
4704,2024-10-27,Nacho Salazar Acosta,Cliente
4705,2022-04-18,Victoria Quero Río,Cliente
4706,2023-10-25,Isidoro de Pla,Cliente
4707,2021-10-06,Marco Ordóñez Sanchez,Cliente
4708,2023-02-26,Isaac Marín Pi,Abogado
4709,2022-04-07,Ruperta de Cerezo,Cliente
4710,2021-01-22,Julio Jove Montaña,Abogado
4711,2022-06-22,Esmeralda Carlos Sans,Abogado
4712,2022-03-10,María Cristina Rocha Nicolás,Abogado
4713,2020-10-18,Ramiro Almansa Mariscal,Cliente
4714,2023-10-24,Guadalupe Vera Manso,Abogado
4715,2024-03-13,Milagros Escamilla Bonet,Abogado
4716,2024-09-13,Teófilo de Prats,Cliente
4717,2021-10-20,Ruperta Tejada,Abogado
4718,2021-08-06,Cándida de Barco,Testigo
4719,2023-10-30,Néstor Roma Mir,Abogado
4720,2022-02-01,Ximena Mayoral-Soria,Abogado
4721,2023-10-30,Carmelo Juan Llamas,Testigo
4722,2024-01-02,Fulgencio Galvez Olivares,Cliente
4723,2023-11-13,Bernarda Agustín Nieto,Cliente
4724,2024-10-07,América Llabrés-Huertas,Abogado
4725,2024-04-11,Lucio Diez Guillen,Cliente
4726,2021-11-05,Abraham Orozco Perez,Testigo
4727,2022-12-28,Silvio Balaguer Ribera,Testigo
4728,2022-09-30,Antonia Fuentes Ferrándiz,Cliente
4729,2024-02-10,Ariel de Guitart,Abogado
4730,2022-11-14,Samanta del Ariza,Abogado
4731,2022-12-31,Pancho Piquer Anglada,Cliente
4732,2021-03-12,María Carmen Andres Casals,Abogado
4733,2023-09-12,Leticia Valle-Ayuso,Testigo
4734,2023-12-04,Jaime Elorza Silva,Testigo
4735,2024-03-01,Adolfo Amo Boada,Abogado
4736,2021-11-08,Eladio Bernad,Abogado
4737,2022-07-02,Heriberto Tirado Goñi,Abogado
4738,2023-04-13,Luciano Marin Lasa,Abogado
4739,2022-03-29,Carmelo Salazar Camacho,Testigo
4740,2021-12-09,Fabiana Rojas-Higueras,Cliente
4741,2021-07-25,Javiera Abad Cañizares,Cliente
4742,2022-12-06,Paca Laguna López,Cliente
4743,2020-12-18,Javier del Ruiz,Cliente
4744,2024-09-27,Rocío Gisbert Carmona,Cliente
4745,2022-08-05,Rogelio del Pozo,Abogado
4746,2023-08-03,Jose Miguel Gallart,Abogado
4747,2023-11-07,Eleuterio Tamarit-Castro,Cliente
4748,2022-03-29,Constanza Mur,Abogado
4749,2022-08-27,Lina Lozano Baena,Abogado
4750,2022-11-29,Francisca Mas,Cliente
4751,2020-12-30,Mohamed Moya Arnau,Cliente
4752,2022-06-10,Elisabet Pino Reguera,Abogado
4753,2022-09-23,Julio César Aníbal Jimenez Belda,Testigo
4754,2023-01-03,Azahar Ferrero Quero,Cliente
4755,2024-05-22,Amaro Corbacho Requena,Abogado
4756,2022-02-14,Martina Sotelo Fuente,Abogado
4757,2022-06-13,Pacífica Canales Valderrama,Abogado
4758,2021-07-17,Sofía de Miralles,Cliente
4759,2022-01-04,Samanta Ramón Villena,Cliente
4760,2020-08-13,Narcisa Castells-Hervás,Abogado
4761,2022-04-08,Lucas Román-Pujol,Cliente
4762,2024-09-17,Heriberto Llorens Granados,Abogado
4763,2023-03-17,Corona Castro Sarmiento,Cliente
4764,2024-02-01,Estela Núñez Diez,Testigo
4765,2020-12-08,Liliana Barrios,Testigo
4766,2022-07-26,Sandra Nieto Alberola,Cliente
4767,2022-07-13,Nuria Palacio Palomino,Cliente
4768,2023-02-05,Vinicio José María Sans Marquez,Abogado
4769,2023-02-08,Atilio Camps Coronado,Testigo
4770,2023-11-08,Marcela Sotelo Estévez,Abogado
4771,2024-02-24,Adalberto Alemán Roman,Abogado
4772,2023-10-12,Priscila Madrid Ponce,Abogado
4773,2022-01-28,Ceferino Carbó Mayoral,Cliente
4774,2023-09-11,Juan Antonio Alcalá Solsona,Cliente
4775,2023-02-19,Eusebio Luís Vega,Abogado
4776,2022-02-07,Zoraida Jerez Pinto,Abogado
4777,2023-12-10,Mariano Mosquera-Gallart,Testigo
4778,2024-02-01,Jose Francisco Fernandez-Paredes,Abogado
4779,2024-06-04,José Mari Diego Sanabria,Testigo
4780,2021-09-29,Chelo Navarrete Conesa,Cliente
4781,2024-09-09,Águeda Gomila Salazar,Cliente
4782,2021-07-26,Rufina Heredia Pedro,Testigo
4783,2022-05-31,Dionisia Aramburu Camacho,Abogado
4784,2021-11-25,Julieta Juliana Alonso Arellano,Cliente
4785,2023-06-26,Ruperto Castro Andrade,Cliente
4786,2024-03-23,Cleto del Pulido,Testigo
4787,2023-06-30,Marcelo Albero Mariño,Abogado
4788,2021-08-23,Trinidad Francisco Fonseca,Cliente
4789,2021-02-23,Moreno Bejarano-Vara,Testigo
4790,2022-05-24,Benita Lloret Casal,Testigo
4791,2023-11-23,Odalys Segura-Arjona,Testigo
4792,2022-09-26,Mercedes Sedano Mayol,Cliente
4793,2024-06-21,Lorenza Lillo,Abogado
4794,2022-04-04,Rosaura Bayo Mur,Abogado
4795,2020-09-16,Ámbar Martín,Testigo
4796,2023-10-24,Consuelo Barral Pareja,Testigo
4797,2024-01-21,Juan Francisco Coloma Villalobos,Cliente
4798,2024-05-27,Loreto Alberdi Gaya,Abogado
4799,2023-03-06,Paz Llabrés Castillo,Testigo
4800,2023-06-21,Flavia Carnero Tello,Testigo
4801,2021-12-28,Reinaldo Somoza Alegre,Cliente
4802,2024-08-03,Ximena Alberto,Cliente
4803,2024-03-14,Jovita Pedraza Romero,Cliente
4804,2024-07-12,Wilfredo Morante Lledó,Cliente
4805,2022-01-02,Tiburcio Nadal,Abogado
4806,2023-08-15,Jaime Hervia Verdugo,Cliente
4807,2023-06-09,Luisina Clavero Pineda,Cliente
4808,2023-11-20,Gabino Cazorla Quiroga,Cliente
4809,2024-04-05,Irma Bernad Diéguez,Testigo
4810,2023-02-08,Mario Martorell Porcel,Testigo
4811,2023-07-17,Elena del Contreras,Cliente
4812,2022-07-27,Camilo Falcón Pino,Cliente
4813,2023-10-05,Nicodemo Peña Gracia,Cliente
4814,2024-02-06,Lourdes Jódar Esparza,Abogado
4815,2024-03-04,Ramiro Cabanillas Tenorio,Testigo
4816,2023-05-06,Gabriela Alvarez Araujo,Cliente
4817,2023-08-10,Bernarda Agudo Borrell,Cliente
4818,2022-06-22,Antonio Arenas Bauzà,Abogado
4819,2023-07-29,Eulalia Aznar Pont,Cliente
4820,2021-10-04,Odalys Piquer Torrents,Abogado
